,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Sequel
6278,Rock Revolution,X360,2008,Misc,Konami Digital Entertainment,0.25,0.0,0.0,0.02,0.27,38.0,28.0,5.1,17.0,"Zoe Mode, HB Studios Multimedia",T,0
6279,Dead Rising 2: Off the Record,X360,2011,Action,Capcom,0.17,0.08,0.0,0.02,0.27,72.0,48.0,7.5,60.0,Capcom Vancouver,M,1
6280,WWII Aces,Wii,2008,Simulation,Destineer,0.25,0.0,0.0,0.02,0.27,41.0,7.0,5.4,18.0,Arcade Moon,T,0
6281,Guitar Hero Live,PS3,2015,Misc,Activision,0.11,0.12,0.0,0.04,0.27,,,5.1,22.0,"Activision, FreeStyleGames",T,0
6282,Beamrider,2600,1984,Racing,Activision,0.26,0.01,0.0,0.0,0.27,,,,,,,0
6283,Athens 2004,PS2,2004,Sports,Sony Computer Entertainment,0.13,0.1,0.0,0.03,0.27,61.0,57.0,7.2,13.0,Eurocom Entertainment Software,E,0
6284,Gunship,PS,1996,Simulation,Microprose,0.15,0.1,0.0,0.02,0.27,,,,,,,0
6285,Jikkyou Powerful Pro Yakyuu Portable 4,PSP,2009,Sports,Konami Digital Entertainment,0.0,0.0,0.27,0.0,0.27,,,,,,,1
6286,SD Gundam G Generation Portable,PSP,2006,Strategy,Namco Bandai Games,0.0,0.0,0.27,0.0,0.27,,,,,,,0
6287,Pro Race Driver,PS2,2002,Racing,Codemasters,0.13,0.1,0.0,0.03,0.27,81.0,22.0,8.5,20.0,Codemasters,T,0
6288,Sydney 2000,PS,2000,Sports,Eidos Interactive,0.15,0.1,0.0,0.02,0.27,57.0,10.0,tbd,,Attention To Detail,E,0
6289,Hot Wheels: Track Attack,DS,2010,Racing,THQ,0.17,0.08,0.0,0.02,0.27,,,tbd,,Firebrand Games,E,1
6290,Baten Kaitos: Eternal Wings and the Lost Ocean,GC,2003,Role-Playing,Nintendo,0.21,0.05,0.0,0.01,0.27,80.0,48.0,9,59.0,Monolith Soft,T,0
6291,Bishoujo Senshi Sailormoon R,SNES,1993,Fighting,Namco Bandai Games,0.0,0.0,0.27,0.0,0.27,,,,,,,0
6292,Slam Dunk: Yonkyo Taiketsu!!,SNES,1994,Sports,Namco Bandai Games,0.0,0.0,0.27,0.0,0.27,,,,,,,0
6293,Iron Man 2,X360,2010,Action,Sega,0.15,0.09,0.0,0.03,0.27,41.0,35.0,5.9,54.0,Sega Studios San Francisco,T,1
6294,Disgaea 3: Absence of Detention,PSV,,Role-Playing,Nippon Ichi Software,0.11,0.05,0.07,0.03,0.27,78.0,28.0,7.6,116.0,Nippon Ichi Software,T,0
6295,Rocky: Legends,PS2,2004,Action,Ubisoft,0.13,0.1,0.0,0.03,0.27,65.0,24.0,8.6,12.0,Venom Games,T,1
6296,NickToons: Racing,GBA,2002,Racing,Infogrames,0.19,0.07,0.0,0.0,0.27,78.0,4.0,tbd,,Crawfish Interactive,E,0
6297,iCarly 2: iJoin The Click!,DS,2010,Adventure,Activision,0.25,0.0,0.0,0.02,0.27,,,tbd,,Big Blue Bubble Inc.,E,1
6298,The Warriors,PSP,2007,Action,Take-Two Interactive,0.23,0.01,0.0,0.02,0.27,81.0,36.0,7.8,21.0,"Rockstar Toronto, Rockstar Leeds",M,0
6299,EyePet,PSP,2010,Simulation,Sony Computer Entertainment,0.02,0.17,0.0,0.09,0.27,57.0,19.0,tbd,,SCEE London Studio,E,0
6300,Flag Capture,2600,,Action,Atari,0.25,0.02,0.0,0.0,0.27,,,,,,,0
6301,Bridge,2600,1980,Misc,Activision,0.25,0.02,0.0,0.0,0.27,,,,,,,0
6302,G-Force,PS2,2009,Action,Disney Interactive Studios,0.12,0.01,0.0,0.14,0.27,,,tbd,,Eurocom Entertainment Software,E10+,0
6303,Remington Super Slam Hunting: Africa,Wii,2010,Sports,Mastiff,0.25,0.0,0.0,0.02,0.27,,,tbd,,Mastiff,T,0
6304,RalliSport Challenge 2,XB,2004,Racing,Microsoft Game Studios,0.18,0.08,0.0,0.01,0.27,87.0,69.0,9.1,33.0,Digital Illusions,E,1
6305,Pac-Pix,DS,2005,Puzzle,Namco Bandai Games,0.16,0.0,0.1,0.01,0.27,71.0,41.0,7.1,7.0,Namco,E,0
6306,Fushigi no Dungeon: Fuurai no Shiren GB: Tsukikagemura no Kaibutsu,GB,1996,Role-Playing,ChunSoft,0.0,0.0,0.27,0.0,0.27,,,,,,,0
6307,F1 Race Stars,X360,2012,Racing,Codemasters,0.07,0.17,0.0,0.02,0.27,64.0,33.0,5.7,22.0,Codemasters,E,0
6308,Sing Party,WiiU,2012,Misc,Nintendo,0.13,0.12,0.0,0.02,0.27,60.0,21.0,5.4,18.0,FreeStyleGames,E10+,0
6309,Over the Hedge,GBA,2006,Platform,Activision,0.19,0.07,0.0,0.0,0.27,49.0,11.0,tbd,,Vicarious Visions,E,0
6310,Wave Rally,PS2,2001,Racing,Eidos Interactive,0.13,0.1,0.0,0.03,0.27,62.0,17.0,tbd,,Opus,E,0
6311,Sherlock Holmes: Crimes & Punishments,PS4,2014,Adventure,Focus Home Interactive,0.09,0.14,0.0,0.04,0.27,,,,,,,0
6312,Sengoku Basara 4,PS3,2014,Action,Capcom,0.0,0.0,0.27,0.0,0.27,,,,,,,0
6313,Disney's Chicken Little,GC,2005,Platform,Disney Interactive Studios,0.21,0.05,0.0,0.01,0.27,67.0,12.0,tbd,,Avalanche Software,E10+,0
6314,NHL 07,X360,2006,Sports,Electronic Arts,0.25,0.0,0.0,0.02,0.27,79.0,49.0,5.3,167.0,EA Sports,E10+,0
6315,RollerCoaster Tycoon 3,PC,2004,Strategy,Atari,0.01,0.22,0.0,0.04,0.27,81.0,39.0,5,346.0,Frontier Developments,E,0
6316,Ty the Tasmanian Tiger,GC,2002,Platform,Electronic Arts,0.21,0.05,0.0,0.01,0.27,69.0,12.0,8.7,15.0,Krome Studios,E,0
6317,WWE Road to WrestleMania X8,GBA,2002,Fighting,THQ,0.19,0.07,0.0,0.0,0.27,73.0,10.0,7.5,6.0,Natsume,E,0
6318,Yu-Gi-Oh! The Sacred Cards (JP weekly sales),GBA,2002,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.26,0.01,0.27,,,,,,,0
6319,Medarot 3: Kabuto / Kuwagata Version,GB,2000,Role-Playing,Imagineer,0.0,0.0,0.27,0.0,0.27,,,,,,,0
6320,Fullmetal Alchemist 2: Curse of the Crimson Elixir,PS2,2004,Role-Playing,Square Enix,0.13,0.1,0.0,0.03,0.27,67.0,21.0,8.4,20.0,Racjin,T,0
6321,NASCAR 06: Total Team Control,XB,2005,Racing,Electronic Arts,0.2,0.06,0.0,0.01,0.27,79.0,25.0,5.9,7.0,EA Sports,E,0
6322,BloodRayne 2,PS2,2004,Shooter,THQ,0.13,0.1,0.0,0.03,0.27,70.0,26.0,8.5,21.0,Terminal Reality,M,1
6323,Rory McIlroy PGA Tour,XOne,2015,Action,Electronic Arts,0.16,0.09,0.0,0.02,0.27,60.0,26.0,4.3,77.0,EA Tiburon,E,0
6324,The Club,X360,2008,Shooter,Sega,0.15,0.1,0.0,0.02,0.27,76.0,63.0,6.8,43.0,Bizarre Creations,M,0
6325,NHL 2002,XB,2001,Sports,Electronic Arts,0.2,0.06,0.0,0.01,0.27,89.0,17.0,8.8,5.0,EA Sports,E,0
6326,LEGO The Hobbit,XOne,2014,Action,Warner Bros. Interactive Entertainment,0.13,0.12,0.0,0.02,0.27,69.0,20.0,6.8,36.0,TT Games,E10+,0
6327,Lightning Returns: Final Fantasy XIII,X360,2013,Role-Playing,Square Enix,0.15,0.08,0.01,0.02,0.27,69.0,21.0,6.6,222.0,Square Enix,T,1
6328,Tiger Woods PGA Tour 07,PSP,2006,Sports,Electronic Arts,0.2,0.04,0.0,0.03,0.27,78.0,23.0,tbd,,Team Fusion,E,1
6329,Jikkyou Powerful Pro Yakyuu 5,N64,1998,Sports,Konami Digital Entertainment,0.0,0.0,0.27,0.0,0.27,,,,,,,0
6330,NBA Jam 99,N64,1998,Sports,Acclaim Entertainment,0.25,0.02,0.0,0.0,0.27,,,,,,,0
6331,Shadow Man,N64,1999,Action,Acclaim Entertainment,0.18,0.08,0.0,0.01,0.27,,,,,,,0
6332,Command & Conquer,N64,1999,Strategy,Nintendo,0.22,0.05,0.0,0.0,0.27,,,,,,,0
6333,NBA In The Zone '98,N64,1997,Sports,Konami Digital Entertainment,0.25,0.02,0.0,0.0,0.27,,,,,,,0
6334,Shadow of Rome,PS2,2005,Action,Capcom,0.13,0.1,0.0,0.03,0.27,75.0,52.0,8.3,62.0,Capcom,M,0
6335,Rhythm Thief & the Emperor's Treasure,3DS,2012,Misc,Sega,0.07,0.07,0.12,0.01,0.27,,,,,,,0
6336,One Piece Unlimited Cruise 1: The Treasure Beneath the Waves,Wii,2008,Adventure,Namco Bandai Games,0.0,0.07,0.19,0.01,0.27,,,,,,,0
6337,Tohoku Daigaku Karei Igaku Kenkyuusho - Kawashima Ryuuta Kyouju Kanshuu - Mono Sugoku Nou o Kitaeru 5-Funkan no Oni Training,3DS,2012,Action,Nintendo,0.0,0.0,0.27,0.0,0.27,,,,,,,0
6338,NASCAR 2011: The Game,PS3,2011,Racing,Activision,0.25,0.0,0.0,0.02,0.27,62.0,16.0,3.7,15.0,Eutechnyx,E,0
6339,Harry Potter and the Order of the Phoenix,PS2,2007,Action,Electronic Arts,0.13,0.1,0.0,0.03,0.27,61.0,17.0,8,28.0,EA Games,E10+,0
6340,Transformers: Cybertron Adventures,Wii,2010,Action,Activision,0.14,0.1,0.0,0.02,0.27,41.0,15.0,6.5,8.0,Next Level Games,T,0
6341,Stuntman: Ignition,PS2,2007,Racing,THQ,0.13,0.1,0.0,0.03,0.27,71.0,8.0,6.4,8.0,Paradigm Entertainment,T,1
6342,Monopoly,DS,2010,Misc,Electronic Arts,0.15,0.09,0.0,0.02,0.27,,,tbd,,,,0
6343,Gun,X360,,Shooter,Activision,0.24,0.01,0.0,0.02,0.27,75.0,53.0,7.5,57.0,Neversoft Entertainment,M,0
6344,NHL 2K11,Wii,2010,Sports,Take-Two Interactive,0.23,0.02,0.0,0.02,0.27,62.0,12.0,5.8,4.0,Visual Concepts,E10+,0
6345,Fantastic 4,XB,2005,Action,Activision,0.2,0.06,0.0,0.01,0.27,62.0,46.0,6.6,8.0,7 Studios,T,0
6346,Mat Hoffman's Pro BMX,GBA,2001,Sports,Activision,0.19,0.07,0.0,0.0,0.27,71.0,11.0,tbd,,HotGen,E,0
6347,Rapala Pro Bass Fishing 2010,PS3,2010,Sports,Activision,0.18,0.05,0.0,0.03,0.27,,,8.5,4.0,FUN Labs,E,0
6348,Wipeout 2,X360,2011,Misc,Activision,0.25,0.0,0.0,0.02,0.27,,,tbd,,Endemol,E10+,0
6349,MotoGP,PS2,2000,Racing,Namco Bandai Games,0.06,0.05,0.14,0.02,0.27,77.0,16.0,6,5.0,Namco,E,0
6350,Mass Effect 3,WiiU,2012,Role-Playing,Electronic Arts,0.14,0.11,0.0,0.02,0.27,,,,,,,0
6351,Batman: Arkham Origins Blackgate,3DS,2013,Action,Warner Bros. Interactive Entertainment,0.16,0.09,0.0,0.02,0.27,68.0,7.0,6.8,38.0,Armature Studio,T,0
6352,Jikkyou Powerful Pro Yakyuu 2,SNES,1995,Sports,Konami Digital Entertainment,0.0,0.0,0.27,0.0,0.27,,,,,,,0
6353,Shadows of the Damned,PS3,2011,Action,Electronic Arts,0.11,0.09,0.04,0.03,0.27,77.0,56.0,8.1,124.0,Grasshopper Manufacture,M,0
6354,R.U.S.E.,PC,2010,Strategy,Ubisoft,0.04,0.19,0.0,0.04,0.27,76.0,33.0,8.1,176.0,Eugen Systems,T,0
6355,Ratatouille: Food Frenzy,DS,2007,Puzzle,THQ,0.25,0.0,0.0,0.02,0.27,,,,,,,0
6356,LEGO Marvel's Avengers,PS3,2016,Action,Warner Bros. Interactive Entertainment,0.1,0.12,0.0,0.04,0.27,,,5.5,8.0,TT Games,E10+,0
6357,Rock Revolution,PS3,,Misc,Unknown,0.25,0.0,0.0,0.02,0.27,42.0,20.0,6.6,12.0,"Zoe Mode, HB Studios Multimedia",T,0
6358,Thoroughbred Breeder II,SNES,1994,Simulation,Hect,0.0,0.0,0.27,0.0,0.27,,,,,,,1
6359,Magical Vacation,GBA,2001,Role-Playing,Nintendo,0.0,0.0,0.26,0.01,0.27,,,,,,,0
6360,NBA Live 2004,GC,2003,Sports,Electronic Arts,0.21,0.05,0.0,0.01,0.27,84.0,17.0,9,4.0,EA Sports,E,0
6361,XGIII: Extreme G Racing,PS2,2001,Racing,Acclaim Entertainment,0.13,0.1,0.0,0.03,0.27,,,,,,,0
6362,NASCAR Thunder 2003,XB,2002,Racing,Electronic Arts,0.2,0.06,0.0,0.01,0.27,84.0,13.0,tbd,,EA Sports,E,0
6363,Superbike 2000,PS,1999,Racing,Electronic Arts,0.15,0.1,0.0,0.02,0.27,,,,,,,0
6364,Punch-Out!!,Wii,2007,Sports,Nintendo,0.0,0.22,0.05,0.0,0.27,,,,,,,0
6365,Despicable Me: The Game,Wii,2010,Platform,D3Publisher,0.16,0.08,0.0,0.02,0.27,,,,,,,0
6366,Final Fantasy XI: Ultimate Collection,X360,2009,Role-Playing,Square Enix,0.25,0.0,0.0,0.02,0.27,,,tbd,,Square Enix,T,1
6367,Fire Emblem: Shin Monshou no Nazo Hikari to Kage no Eiyuu,DS,2010,Strategy,Nintendo,0.0,0.0,0.27,0.0,0.27,,,,,,,1
6368,Connect Four / Perfection / Trouble,GBA,2005,Misc,Zoo Digital Publishing,0.19,0.07,0.0,0.0,0.27,,,,,,,0
6369,NFL Street 3,PSP,2006,Sports,Electronic Arts,0.24,0.0,0.0,0.02,0.27,68.0,13.0,tbd,,EA Tiburon,E,0
6370,Pro Evolution Soccer 2013,PSP,2012,Sports,Konami Digital Entertainment,0.0,0.07,0.18,0.03,0.27,,,tbd,,Konami,E,0
6371,Alundra 2: A New Legend Begins,PS,1999,Role-Playing,Activision,0.15,0.1,0.0,0.02,0.27,,,,,,,1
6372,Reign of Fire,PS2,2002,Shooter,BAM! Entertainment,0.13,0.1,0.0,0.03,0.27,56.0,16.0,7,4.0,Kuju Entertainment,M,0
6373,Scooby-Doo! and the Spooky Swamp,PS2,2010,Action,Warner Bros. Interactive Entertainment,0.08,0.11,0.0,0.08,0.27,,,,,,,0
6374,Beyblade: Metal Masters,DS,2010,Action,Konami Digital Entertainment,0.14,0.09,0.0,0.03,0.27,65.0,4.0,tbd,,Amble,E,1
6375,Jikkyou Powerful Pro Yakyuu '98 Ketteiban,PS,1998,Sports,Konami Digital Entertainment,0.0,0.0,0.25,0.02,0.27,,,,,,,0
6376,The Sims 2: Pets,GC,2006,Simulation,Electronic Arts,0.21,0.05,0.0,0.01,0.27,66.0,15.0,7.3,8.0,Maxis,T,1
6377,Littlest Pet Shop: Beach Friends,DS,2009,Simulation,Electronic Arts,0.25,0.0,0.0,0.02,0.27,,,tbd,,Electronic Arts,E,1
6378,Ultimate NES Remix,3DS,2014,Action,Unknown,0.15,0.09,0.0,0.02,0.27,69.0,16.0,7.6,32.0,Indies Zero,E,0
6379,I Spy: Spooky Mansion,Wii,2010,Puzzle,Storm City Games,0.25,0.0,0.0,0.02,0.27,,,tbd,,Gusto Games,E,0
6380,Tropico 4,PC,2011,Strategy,Kalypso Media,0.1,0.13,0.0,0.04,0.27,78.0,46.0,7.7,359.0,Haemimont,T,0
6381,The BIGS,X360,2007,Sports,Take-Two Interactive,0.18,0.08,0.0,0.0,0.27,79.0,23.0,8.4,21.0,Blue Castle Games,E,0
6382,Initial D: Special Stage,PS2,2003,Racing,Sega,0.0,0.0,0.27,0.0,0.27,,,,,,,0
6383,Jurassic Park: Operation Genesis,PS2,2003,Simulation,Konami Digital Entertainment,0.13,0.1,0.0,0.03,0.27,75.0,13.0,8.9,21.0,Blue Tongue Entertainment,T,0
6384,Final Doom,PS,1995,Shooter,GT Interactive,0.15,0.1,0.0,0.02,0.27,,,,,,,1
6385,NBA ShootOut 2001,PS,2000,Sports,Sony Computer Entertainment,0.15,0.1,0.0,0.02,0.27,71.0,10.0,tbd,,989 Sports,E,1
6386,Just Dance Kids 2,Wii,2011,Misc,Ubisoft,0.25,0.0,0.0,0.02,0.27,,,tbd,,Ubisoft,E,1
6387,Knockout Kings 2002,XB,2002,Sports,Electronic Arts,0.2,0.06,0.0,0.01,0.27,78.0,20.0,7.9,7.0,Electronic Arts,T,0
6388,Pinkalicious,DS,2011,Misc,GameMill Entertainment,0.25,0.0,0.0,0.02,0.27,,,tbd,,"GameMill Publishing, 1st Playable Productions",E,0
6389,Cabela's Big Game Hunter 2010,X360,2009,Sports,Activision Value,0.25,0.0,0.0,0.02,0.27,,,5.6,5.0,Activision,T,0
6390,Battle Arena Toshinden 3,PS,1996,Fighting,Sony Computer Entertainment,0.06,0.04,0.14,0.02,0.27,,,,,,,1
6391,Jade Cocoon: Story of the Tamamayu,PS,1998,Role-Playing,Crave Entertainment,0.15,0.1,0.0,0.02,0.27,,,,,,,0
6392,Super Nazo Puyo: Ruruu no Ruu,SNES,1995,Puzzle,Banpresto,0.0,0.0,0.27,0.0,0.27,,,,,,,0
6393,InuYasha: Feudal Combat,PS2,2005,Fighting,Namco Bandai Games,0.13,0.1,0.0,0.03,0.27,52.0,14.0,8.3,21.0,Eighting,T,0
6394,Reader Rabbit Kindergarten,DS,2008,Misc,Nordic Games,0.25,0.0,0.0,0.02,0.27,,,tbd,,The Learning Company,E,0
6395,R.U.S.E.,X360,2010,Strategy,Ubisoft,0.12,0.11,0.0,0.02,0.27,78.0,45.0,7,38.0,Eugen Systems,T,0
6396,Duel Masters,PS2,2004,Strategy,Atari,0.13,0.1,0.0,0.03,0.27,66.0,20.0,8.3,6.0,High Voltage Software,E,0
6397,Dragon Age Origins: Awakening,PS3,2010,Role-Playing,Spike,0.24,0.0,0.0,0.02,0.27,,,,,,,0
6398,Super Collapse! 3,DS,2007,Puzzle,Mumbo Jumbo,0.25,0.0,0.0,0.02,0.27,71.0,10.0,tbd,,"Mac Play, MacPlay",E,0
6399,Ratatouille,X360,2007,Action,THQ,0.23,0.02,0.0,0.02,0.27,56.0,14.0,tbd,,Heavy Iron Studios,E,0
6400,MotionSports: Adrenaline,X360,2011,Sports,Ubisoft,0.14,0.1,0.0,0.03,0.27,41.0,8.0,7.4,7.0,Ubisoft Vancouver,E,1
6401,The Dog Island,PS2,2007,Adventure,Ubisoft,0.13,0.1,0.0,0.03,0.27,,,7,6.0,Yuke's,E,0
6402,Cake Mania 2: Jill's Next Adventure!,DS,2008,Puzzle,Majesco Entertainment,0.24,0.0,0.0,0.02,0.27,,,,,,,1
6403,AC/DC LIVE: Rock Band Track Pack,Wii,2008,Misc,MTV Games,0.24,0.0,0.0,0.02,0.27,,,7.2,5.0,Harmonix Music Systems,T,0
6404,Boogie,DS,2007,Misc,Electronic Arts,0.24,0.0,0.0,0.02,0.27,58.0,11.0,tbd,,EA Montreal,E10+,0
6405,Jikkyou Powerful Pro Yakyuu 2010,PS3,2010,Sports,Konami Digital Entertainment,0.0,0.0,0.27,0.0,0.27,,,,,,,0
6406,Operation Armored Liberty,GBA,2003,Action,Majesco Entertainment,0.19,0.07,0.0,0.0,0.27,,,tbd,,Majesco Games,T,0
6407,NBA 07,PS3,2006,Sports,Sony Computer Entertainment,0.24,0.0,0.01,0.02,0.27,63.0,24.0,6.3,10.0,SCEA,E,0
6408,Call of Juarez: The Cartel,X360,2011,Shooter,Ubisoft,0.14,0.1,0.0,0.03,0.27,47.0,62.0,5.7,109.0,Techland,M,1
6409,My Japanese Coach,DS,2008,Misc,Ubisoft,0.24,0.0,0.0,0.02,0.27,59.0,4.0,6.7,6.0,"Ubisoft, Sensory Sweep",E,0
6410,Are You Smarter than a 5th Grader? Game Time,Wii,2009,Puzzle,THQ,0.25,0.0,0.0,0.02,0.27,,,tbd,,THQ,E,0
6411,Need for Speed: Most Wanted,DS,2005,Racing,Electronic Arts,0.24,0.01,0.0,0.02,0.27,45.0,4.0,6.1,22.0,EA Canada,E,0
6412,And1 Streetball,PS2,2006,Action,Ubisoft,0.13,0.1,0.0,0.03,0.27,,,,,,,0
6413,Section 8,X360,2009,Shooter,SouthPeak Games,0.15,0.09,0.0,0.02,0.27,69.0,49.0,7.3,59.0,TimeGate Studios,T,0
6414,Summer Athletics: The Ultimate Challenge (US sales),Wii,2008,Sports,DTP Entertainment,0.23,0.03,0.0,0.0,0.27,,,,,,,0
6415,Sonic X: Game Boy Advance Video Volume 1,GBA,2004,Misc,,0.19,0.07,0.0,0.0,0.27,,,,,,,0
6416,ESPN NBA Basketball,XB,2003,Sports,Sega,0.2,0.06,0.0,0.01,0.27,87.0,18.0,8.2,25.0,Visual Concepts,E,0
6417,Gallop Racer 2: One and Only Road to Victory,PS,1997,Sports,Tecmo Koei,0.0,0.0,0.25,0.02,0.27,,,,,,,0
6418,Sesame Street: Cookie's Counting Carnival,DS,2010,Misc,Warner Bros. Interactive Entertainment,0.25,0.0,0.0,0.02,0.26,,,,,,,0
6419,Lowrider,PS2,2002,Misc,Pacific Century Cyber Works,0.11,0.09,0.03,0.03,0.26,46.0,14.0,8.4,11.0,Pacific Century Cyber Works,T,0
6420,Family Guy: Back to the Multiverse,PS3,2012,Action,Activision,0.12,0.1,0.0,0.04,0.26,40.0,9.0,6.4,31.0,Heavy Iron Studios,M,0
6421,All-Pro Football 2K8,X360,2007,Sports,Take-Two Interactive,0.24,0.0,0.0,0.02,0.26,75.0,22.0,6.8,52.0,Visual Concepts,E10+,0
6422,Dungeons & Dragons: Eye of the Beholder,GBA,2002,Role-Playing,Atari,0.19,0.07,0.0,0.0,0.26,,,,,,,0
6423,Fish Tycoon,DS,2007,Simulation,Majesco Entertainment,0.24,0.0,0.0,0.02,0.26,46.0,9.0,7,6.0,"LDW, Big Fish Games",E,0
6424,Plants vs. Zombies,X360,2010,Strategy,PopCap Games,0.24,0.0,0.0,0.02,0.26,89.0,27.0,8.2,160.0,PopCap,E10+,0
6425,Megamind: The Blue Defender,DS,2010,Adventure,THQ,0.19,0.06,0.0,0.02,0.26,,,,,,,0
6426,Gundam Breaker,PS3,2013,Action,Namco Bandai Games,0.0,0.0,0.26,0.0,0.26,,,,,,,0
6427,The House of the Dead 2,DC,1998,Shooter,Sega,0.0,0.0,0.26,0.0,0.26,,,,,,,0
6428,Batman: Return to Arkham,PS4,2016,Action,Warner Bros. Interactive Entertainment,0.07,0.16,0.0,0.04,0.26,73.0,28.0,8.5,79.0,"Rocksteady Studios, Virtuos",T,1
6429,A.C.E.: Another Century's Episode R,PS3,2010,Simulation,Namco Bandai Games,0.0,0.0,0.26,0.0,0.26,,,,,,,0
6430,Rune: Viking Warlord,PS2,2001,Action,Take-Two Interactive,0.13,0.1,0.0,0.03,0.26,53.0,16.0,7.3,11.0,Human Head Studios,M,0
6431,The Incredible Hulk,X360,2008,Action,Sega,0.22,0.02,0.0,0.02,0.26,55.0,42.0,6.4,24.0,Edge of Reality,T,0
6432,Panzer Dragoon Orta,XB,2002,Shooter,Sega,0.16,0.05,0.04,0.01,0.26,90.0,41.0,8.5,64.0,Smilebit,T,0
6433,Jikkyou Powerful Pro Yakyuu '99 Ketteiban,PS,1999,Sports,Konami Digital Entertainment,0.0,0.0,0.25,0.02,0.26,,,,,,,0
6434,Aikatsu! 2-nin no My Princess,3DS,2013,Action,Namco Bandai Games,0.0,0.0,0.26,0.0,0.26,,,,,,,0
6435,King's Field II,PS,1996,Role-Playing,From Software,0.08,0.06,0.11,0.02,0.26,,,,,,,1
6436,America's Test Kitchen: Let's Get Cooking,DS,2010,Simulation,Nintendo,0.25,0.0,0.0,0.02,0.26,87.0,4.0,5.6,9.0,Indies Zero,E,0
6437,NCAA Gamebreaker,PS,1996,Sports,Sony Computer Entertainment,0.15,0.1,0.0,0.02,0.26,,,,,,,0
6438,Battle of Giants: Mutant Insects,DS,2010,Strategy,Ubisoft,0.09,0.14,0.0,0.03,0.26,,,tbd,,Ubisoft,E10+,1
6439,Petz: Horsez 2,PS2,2007,Simulation,Ubisoft,0.13,0.1,0.0,0.03,0.26,,,tbd,,Ubisoft,E,1
6440,NPPL: Championship Paintball 2009,PS2,2008,Shooter,Activision Value,0.13,0.1,0.0,0.03,0.26,,,8.3,11.0,FUN Labs,E10+,0
6441,Suikoden Tierkreis,DS,2008,Role-Playing,Konami Digital Entertainment,0.09,0.01,0.15,0.01,0.26,76.0,24.0,7.4,37.0,Konami,E10+,0
6442,Superman Returns,X360,2006,Action,Electronic Arts,0.23,0.01,0.0,0.02,0.26,51.0,48.0,6.2,49.0,EA Tiburon,T,0
6443,Shin Megami Tensei: Devil Survivor,DS,2009,Role-Playing,Atlus,0.13,0.0,0.12,0.01,0.26,84.0,28.0,8.8,79.0,Atlus,T,0
6444,Angry Birds Star Wars,Wii,2013,Strategy,Activision,0.15,0.09,0.0,0.02,0.26,,,2.8,5.0,Exient Entertainment,E,0
6445,Tomba!,PS,1997,Platform,Sony Computer Entertainment,0.15,0.1,0.0,0.02,0.26,,,,,,,0
6446,Love Plus,DS,2009,Simulation,Konami Digital Entertainment,0.0,0.0,0.26,0.0,0.26,,,,,,,0
6447,Tales of Eternia,PSP,2005,Role-Playing,Ubisoft,0.0,0.01,0.25,0.0,0.26,,,,,,,0
6448,Tales of Innocence,DS,2007,Role-Playing,Namco Bandai Games,0.0,0.0,0.26,0.0,0.26,,,,,,,0
6449,Tearaway Unfolded,PS4,2015,Platform,Sony Computer Entertainment,0.09,0.13,0.0,0.04,0.26,81.0,70.0,8.1,188.0,Media Molecule,E,0
6450,MLB SlugFest 2006,PS2,2006,Sports,Midway Games,0.13,0.1,0.0,0.03,0.26,56.0,11.0,7.5,10.0,Blue Shift,E10+,0
6451,Etrian Odyssey II: Heroes of Lagaard,DS,2008,Role-Playing,Atlus,0.09,0.0,0.16,0.01,0.26,82.0,17.0,8.9,24.0,Atlus,E10+,1
6452,Virtua Racing,GEN,1994,Racing,Sega,0.0,0.0,0.26,0.0,0.26,,,,,,,1
6453,Rugrats: I Gotta Go Party,GBA,2002,Action,THQ,0.19,0.07,0.0,0.0,0.26,,,,,,,1
6454,The Incredible Hulk,PS3,2008,Action,Sega,0.22,0.02,0.0,0.02,0.26,55.0,26.0,6.8,20.0,Edge of Reality,T,0
6455,Deadly Premonition,X360,2010,Action,Rising Star Games,0.18,0.06,0.0,0.02,0.26,68.0,39.0,8.2,332.0,Access Games,M,0
6456,Family Feud: 2010 Edition,DS,2009,Misc,Ubisoft,0.24,0.0,0.0,0.02,0.26,,,tbd,,Ludia Inc.,E,0
6457,DS Bungaku Zenshuu,DS,2007,Misc,Nintendo,0.0,0.0,0.26,0.0,0.26,,,,,,,0
6458,Bolt,PS2,2008,Adventure,Disney Interactive Studios,0.09,0.02,0.0,0.16,0.26,,,tbd,,Avalanche Software,E10+,0
6459,Marvel Super Hero Squad: The Infinity Gauntlet,Wii,2010,Action,THQ,0.21,0.04,0.0,0.02,0.26,49.0,6.0,tbd,,THQ,E10+,1
6460,Inazuma Eleven GO 3: Galaxy,3DS,2013,Sports,Level 5,0.0,0.0,0.26,0.0,0.26,,,,,,,1
6461,Ford Racing 3,PS2,2004,Racing,Take-Two Interactive,0.13,0.1,0.0,0.03,0.26,50.0,7.0,6.6,8.0,Razorworks Studios,E,0
6462,J Stars Victory Vs.,PS4,2015,Fighting,Namco Bandai Games,0.08,0.14,0.0,0.04,0.26,,,,,,,0
